gstin,registration_date,state_code,segment,sector
29ABCDE1489Z9,2024-11-15,GJ,small,trading
29ABCDE1490Z0,2022-01-03,UP,micro,manufacturing
29ABCDE1491Z1,2022-04-07,DL,micro,services
29ABCDE1492Z2,2025-12-07,DL,medium,trading
29ABCDE1493Z3,2025-06-04,MH,medium,manufacturing
29ABCDE1494Z4,2024-10-22,UP,medium,trading
29ABCDE1495Z5,2025-04-26,GJ,micro,manufacturing
29ABCDE1496Z6,2022-04-20,TN,micro,services
29ABCDE1497Z7,2022-05-09,DL,small,manufacturing
29ABCDE1498Z8,2023-03-13,TN,micro,manufacturing
29ABCDE1499Z9,2022-02-04,GJ,small,manufacturing
29ABCDE1500Z0,2025-07-12,UP,small,trading
29ABCDE1501Z1,2022-03-23,BR,small,manufacturing
29ABCDE1502Z2,2024-02-28,WB,small,services
29ABCDE1503Z3,2025-05-22,GJ,small,manufacturing
29ABCDE1504Z4,2024-12-01,GJ,micro,services
29ABCDE1505Z5,2022-12-07,UP,micro,trading
29ABCDE1506Z6,2023-11-13,MH,small,trading
29ABCDE1507Z7,2024-03-05,BR,micro,manufacturing
29ABCDE1508Z8,2025-01-18,GJ,micro,services
29ABCDE1509Z9,2023-09-11,KA,micro,logistics
29ABCDE1510Z0,2023-02-18,KA,small,manufacturing
29ABCDE1511Z1,2025-02-27,BR,small,manufacturing
29ABCDE1512Z2,2025-07-09,KA,small,logistics
29ABCDE1513Z3,2023-12-10,MH,micro,trading
29ABCDE1514Z4,2022-02-10,TN,micro,manufacturing
29ABCDE1515Z5,2023-12-27,MH,small,manufacturing
29ABCDE1516Z6,2025-07-13,MH,micro,services
29ABCDE1517Z7,2025-12-05,UP,small,services
29ABCDE1518Z8,2023-08-05,KA,small,trading
29ABCDE1519Z9,2022-08-06,BR,micro,logistics
29ABCDE1520Z0,2024-04-09,BR,micro,trading
29ABCDE1521Z1,2025-04-19,TN,micro,trading
29ABCDE1522Z2,2025-10-02,KA,medium,trading
29ABCDE1523Z3,2022-03-17,DL,small,trading
29ABCDE1524Z4,2023-02-26,KA,micro,manufacturing
29ABCDE1525Z5,2023-11-24,TN,medium,manufacturing
29ABCDE1526Z6,2022-05-23,WB,micro,trading
29ABCDE1527Z7,2025-07-09,WB,micro,services
29ABCDE1528Z8,2022-06-12,UP,medium,manufacturing
29ABCDE1529Z9,2024-08-22,MH,micro,trading
29ABCDE1530Z0,2025-08-25,UP,micro,services
29ABCDE1531Z1,2024-09-20,UP,small,services
29ABCDE1532Z2,2025-01-11,TN,micro,services
29ABCDE1533Z3,2023-01-17,DL,small,services
29ABCDE1534Z4,2025-04-14,KA,micro,services
29ABCDE1535Z5,2023-08-30,MH,micro,manufacturing
29ABCDE1536Z6,2022-03-30,GJ,micro,trading
29ABCDE1537Z7,2023-06-16,MH,micro,services
29ABCDE1538Z8,2023-05-23,MH,micro,manufacturing
29ABCDE1539Z9,2024-01-27,BR,micro,manufacturing
29ABCDE1540Z0,2023-01-19,WB,medium,manufacturing
29ABCDE1541Z1,2023-11-02,GJ,micro,trading
29ABCDE1542Z2,2023-09-13,BR,micro,trading
29ABCDE1543Z3,2023-04-20,WB,micro,manufacturing
29ABCDE1544Z4,2024-10-06,KA,micro,services
29ABCDE1545Z5,2023-03-19,TN,micro,logistics
29ABCDE1546Z6,2025-01-15,TN,small,manufacturing
29ABCDE1547Z7,2022-12-30,KA,micro,logistics
29ABCDE1548Z8,2025-06-08,UP,medium,manufacturing
29ABCDE1549Z9,2023-06-14,TN,medium,logistics
29ABCDE1550Z0,2022-03-01,GJ,micro,logistics
29ABCDE1551Z1,2022-08-06,KA,micro,manufacturing
29ABCDE1552Z2,2025-03-15,MH,micro,services
29ABCDE1553Z3,2025-06-18,WB,small,logistics
29ABCDE1554Z4,2022-11-04,KA,micro,logistics
29ABCDE1555Z5,2024-05-23,MH,medium,logistics
29ABCDE1556Z6,2024-04-12,MH,small,trading
29ABCDE1557Z7,2022-07-13,GJ,small,manufacturing
29ABCDE1558Z8,2023-10-18,DL,small,services
29ABCDE1559Z9,2024-10-03,GJ,medium,services
29ABCDE1560Z0,2025-11-03,KA,micro,services
29ABCDE1561Z1,2025-05-14,MH,micro,trading
29ABCDE1562Z2,2022-05-22,BR,micro,trading
29ABCDE1563Z3,2022-12-11,DL,medium,manufacturing
29ABCDE1564Z4,2023-09-26,DL,small,services
29ABCDE1565Z5,2022-08-07,UP,small,manufacturing
29ABCDE1566Z6,2024-04-07,UP,micro,services
29ABCDE1567Z7,2022-01-13,KA,medium,services
29ABCDE1568Z8,2022-06-14,TN,micro,trading
29ABCDE1569Z9,2022-03-10,GJ,micro,trading
29ABCDE1570Z0,2023-03-05,TN,medium,trading
29ABCDE1571Z1,2025-01-10,BR,micro,logistics
29ABCDE1572Z2,2022-09-15,GJ,micro,services
29ABCDE1573Z3,2025-12-02,UP,small,trading
29ABCDE1574Z4,2023-01-26,BR,micro,manufacturing
29ABCDE1575Z5,2022-03-07,GJ,micro,manufacturing
29ABCDE1576Z6,2023-05-02,WB,micro,trading
29ABCDE1577Z7,2024-12-20,DL,micro,logistics
29ABCDE1578Z8,2022-06-04,BR,medium,services
29ABCDE1579Z9,2022-04-15,TN,small,manufacturing
29ABCDE1580Z0,2025-05-16,GJ,micro,services
29ABCDE1581Z1,2024-05-08,GJ,micro,trading
29ABCDE1582Z2,2023-05-13,KA,micro,services
29ABCDE1583Z3,2025-01-01,TN,small,manufacturing
29ABCDE1584Z4,2025-05-09,WB,medium,services
29ABCDE1585Z5,2023-06-05,DL,medium,logistics
29ABCDE1586Z6,2024-03-24,MH,micro,manufacturing
29ABCDE1587Z7,2022-01-16,TN,micro,services
29ABCDE1588Z8,2023-03-20,MH,micro,logistics
29ABCDE1589Z9,2024-05-13,KA,small,manufacturing
29ABCDE1590Z0,2022-10-13,WB,micro,manufacturing
29ABCDE1591Z1,2025-12-08,TN,small,services
29ABCDE1592Z2,2025-11-09,MH,small,trading
29ABCDE1593Z3,2023-01-09,DL,micro,manufacturing
29ABCDE1594Z4,2023-07-29,KA,micro,trading
29ABCDE1595Z5,2022-10-02,MH,micro,services
29ABCDE1596Z6,2024-01-01,UP,micro,manufacturing
29ABCDE1597Z7,2022-06-29,DL,micro,trading
29ABCDE1598Z8,2023-07-21,WB,small,services
29ABCDE1599Z9,2024-03-16,DL,micro,trading
29ABCDE1600Z0,2024-06-06,GJ,micro,services
29ABCDE1601Z1,2024-05-14,UP,small,trading
29ABCDE1602Z2,2022-11-18,WB,small,logistics
29ABCDE1603Z3,2025-02-22,UP,micro,services
29ABCDE1604Z4,2024-09-30,WB,small,manufacturing
29ABCDE1605Z5,2024-12-27,UP,medium,logistics
29ABCDE1606Z6,2023-11-10,BR,small,trading
29ABCDE1607Z7,2025-07-18,KA,small,manufacturing
29ABCDE1608Z8,2023-07-20,UP,micro,manufacturing
29ABCDE1609Z9,2025-03-14,TN,medium,services
29ABCDE1610Z0,2022-10-23,GJ,micro,manufacturing
29ABCDE1611Z1,2022-12-25,DL,medium,manufacturing
29ABCDE1612Z2,2024-02-03,WB,small,manufacturing
29ABCDE1613Z3,2024-03-17,WB,micro,trading
29ABCDE1614Z4,2024-12-18,MH,micro,trading
29ABCDE1615Z5,2023-03-08,UP,small,trading
29ABCDE1616Z6,2025-06-19,UP,small,manufacturing
29ABCDE1617Z7,2023-04-24,TN,micro,manufacturing
29ABCDE1618Z8,2024-02-14,KA,small,services
29ABCDE1619Z9,2025-09-13,KA,medium,trading
29ABCDE1620Z0,2024-02-22,UP,micro,services
29ABCDE1621Z1,2024-09-15,GJ,micro,manufacturing
29ABCDE1622Z2,2025-08-10,WB,micro,manufacturing
29ABCDE1623Z3,2025-11-14,GJ,small,manufacturing
29ABCDE1624Z4,2023-12-26,WB,micro,trading
29ABCDE1625Z5,2023-08-28,TN,medium,trading
29ABCDE1626Z6,2022-10-13,UP,micro,services
29ABCDE1627Z7,2024-02-19,KA,small,trading
29ABCDE1628Z8,2025-08-24,GJ,micro,trading
29ABCDE1629Z9,2023-12-08,BR,micro,trading
29ABCDE1630Z0,2023-05-21,WB,small,manufacturing
29ABCDE1631Z1,2022-06-05,BR,micro,trading
29ABCDE1632Z2,2023-07-20,KA,small,trading
29ABCDE1633Z3,2022-12-10,TN,medium,trading
29ABCDE1634Z4,2025-11-17,KA,medium,manufacturing
29ABCDE1635Z5,2024-02-05,KA,medium,services
29ABCDE1636Z6,2022-07-18,UP,micro,logistics
29ABCDE1637Z7,2022-04-08,UP,small,manufacturing
29ABCDE1638Z8,2025-05-18,UP,medium,services
29ABCDE1639Z9,2025-09-12,BR,micro,services
29ABCDE1640Z0,2025-01-11,UP,micro,manufacturing
29ABCDE1641Z1,2022-06-29,BR,small,services
29ABCDE1642Z2,2022-05-23,KA,micro,services
29ABCDE1643Z3,2022-10-15,MH,small,logistics
29ABCDE1644Z4,2024-12-25,DL,medium,logistics
29ABCDE1645Z5,2025-01-14,BR,small,manufacturing
29ABCDE1646Z6,2025-04-29,KA,micro,trading
29ABCDE1647Z7,2022-05-21,GJ,micro,trading
29ABCDE1648Z8,2022-08-11,UP,micro,manufacturing
29ABCDE1649Z9,2025-07-29,KA,micro,trading
29ABCDE1650Z0,2025-09-08,TN,small,logistics
29ABCDE1651Z1,2024-11-18,BR,small,manufacturing
29ABCDE1652Z2,2022-06-03,UP,micro,trading
29ABCDE1653Z3,2022-04-10,MH,micro,services
29ABCDE1654Z4,2022-03-22,BR,medium,trading
29ABCDE1655Z5,2024-09-30,TN,micro,trading
29ABCDE1656Z6,2025-05-11,BR,small,logistics
29ABCDE1657Z7,2024-07-04,MH,micro,trading
29ABCDE1658Z8,2023-01-16,DL,small,manufacturing
29ABCDE1659Z9,2025-01-03,TN,micro,manufacturing
29ABCDE1660Z0,2022-03-27,MH,small,logistics
29ABCDE1661Z1,2025-04-15,BR,micro,manufacturing
29ABCDE1662Z2,2025-07-17,MH,small,trading
29ABCDE1663Z3,2024-11-07,KA,micro,manufacturing
29ABCDE1664Z4,2025-06-28,TN,micro,trading
29ABCDE1665Z5,2024-04-29,UP,small,logistics
29ABCDE1666Z6,2023-11-11,BR,micro,trading
29ABCDE1667Z7,2023-04-13,WB,micro,logistics
29ABCDE1668Z8,2025-08-29,MH,micro,manufacturing
29ABCDE1669Z9,2024-10-08,TN,micro,trading
29ABCDE1670Z0,2022-10-04,KA,micro,services
29ABCDE1671Z1,2025-10-19,DL,medium,trading
29ABCDE1672Z2,2022-03-27,WB,micro,manufacturing
29ABCDE1673Z3,2024-05-01,UP,small,services
29ABCDE1674Z4,2022-10-04,DL,medium,trading
29ABCDE1675Z5,2024-08-21,TN,micro,trading
29ABCDE1676Z6,2023-08-22,WB,small,logistics
29ABCDE1677Z7,2023-09-26,GJ,medium,manufacturing
29ABCDE1678Z8,2024-08-31,KA,small,trading
29ABCDE1679Z9,2025-01-01,TN,micro,manufacturing
29ABCDE1680Z0,2023-07-06,KA,micro,trading
29ABCDE1681Z1,2025-12-17,MH,micro,manufacturing
29ABCDE1682Z2,2023-12-24,KA,small,services
29ABCDE1683Z3,2022-08-21,GJ,medium,manufacturing
29ABCDE1684Z4,2022-01-10,DL,medium,services
29ABCDE1685Z5,2022-10-21,TN,micro,manufacturing
29ABCDE1686Z6,2024-09-29,TN,small,trading
29ABCDE1687Z7,2024-02-22,WB,micro,trading
29ABCDE1688Z8,2023-05-05,UP,medium,services
29ABCDE1689Z9,2023-11-29,GJ,micro,trading
29ABCDE1690Z0,2025-04-30,MH,medium,trading
29ABCDE1691Z1,2024-04-08,BR,small,services
29ABCDE1692Z2,2022-03-26,MH,micro,trading
29ABCDE1693Z3,2022-03-13,MH,micro,manufacturing
29ABCDE1694Z4,2023-11-30,WB,small,logistics
29ABCDE1695Z5,2023-08-10,GJ,micro,trading
29ABCDE1696Z6,2025-05-18,UP,small,manufacturing
29ABCDE1697Z7,2024-04-25,DL,medium,trading
29ABCDE1698Z8,2025-01-02,DL,small,manufacturing
29ABCDE1699Z9,2024-04-28,MH,micro,manufacturing
